START DATE,END DATE,SUBJECT,LOCATION,START TIME (PT),START TIME (MT),START TIME (CT),START TIME (ET),END TIME (PT),END TIME (MT),END TIME (CT),END TIME (ET),Away,Home,Subject2,Away,Home,DESCRIPTION,SHOW TIME AS,CATEGORIES
5/9/2012,5/9/2012,MLB: Miami Marlins @ Houston Astros,"Minute Maid Park - Houston, TX",5:05 PM,6:05 PM,7:05 PM,8:05 PM,8:05 PM,9:05 PM,10:05 PM,11:05 PM,Marlins,Astros,Marlins @ Astros,Miami Marlins,Houston Astros,www.MySportsCal.com,FREE,MLB2012
5/9/2012,5/9/2012,MLB: Toronto Blue Jays @ Oakland Athletics,"Oakland Coliseum - Oakland, CA",12:35 PM,1:35 PM,2:35 PM,3:35 PM,3:35 PM,4:35 PM,5:35 PM,6:35 PM,Blue Jays,Athletics,Blue Jays @ Athletics,Toronto Blue Jays,Oakland Athletics,www.MySportsCal.com,FREE,MLB2012
5/9/2012,5/9/2012,MLB: Cincinnati Reds @ Milwaukee Brewers,"Miller Park - Milwaukee, WI",10:10 AM,11:10 AM,12:10 PM,1:10 PM,1:10 PM,2:10 PM,3:10 PM,4:10 PM,Reds,Brewers,Reds @ Brewers,Cincinnati Reds,Milwaukee Brewers,www.MySportsCal.com,FREE,MLB2012
5/9/2012,5/9/2012,MLB: Atlanta Braves @ Chicago Cubs,"Wrigley Field - Chicago, IL",11:20 AM,12:20 PM,1:20 PM,2:20 PM,2:20 PM,3:20 PM,4:20 PM,5:20 PM,Braves,Cubs,Braves @ Cubs,Atlanta Braves,Chicago Cubs,www.MySportsCal.com,FREE,MLB2012
5/9/2012,5/9/2012,MLB: St. Louis Cardinals @ Arizona Diamondbacks,"Chase Field - Phoenix, AZ",6:40 PM,7:40 PM,8:40 PM,9:40 PM,9:40 PM,10:40 PM,11:40 PM,11:59 PM,Cardinals,D-backs,Cardinals @ D-backs,St. Louis Cardinals,Arizona Diamondbacks,www.MySportsCal.com,FREE,MLB2012
5/9/2012,5/9/2012,MLB: San Francisco Giants @ Los Angeles Dodgers,"Dodger Stadium - Los Angeles, CA",7:10 PM,8:10 PM,9:10 PM,10:10 PM,10:10 PM,11:10 PM,11:59 PM,11:59 PM,Giants,Dodgers,Giants @ Dodgers,San Francisco Giants,Los Angeles Dodgers,www.MySportsCal.com,FREE,MLB2012
5/9/2012,5/9/2012,MLB: Chicago White Sox @ Cleveland Indians,"Progressive Field - Cleveland, OH",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,White Sox,Indians,White Sox @ Indians,Chicago White Sox,Cleveland Indians,www.MySportsCal.com,FREE,MLB2012
5/9/2012,5/9/2012,MLB: Detroit Tigers @ Seattle Mariners,"Safeco Field - Seattle, WA",7:10 PM,8:10 PM,9:10 PM,10:10 PM,10:10 PM,11:10 PM,11:59 PM,11:59 PM,Tigers,Mariners,Tigers @ Mariners,Detroit Tigers,Seattle Mariners,www.MySportsCal.com,FREE,MLB2012
5/9/2012,5/9/2012,MLB: Texas Rangers @ Baltimore Orioles,"Camden Yards - Baltimore, MD",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Rangers,Orioles,Rangers @ Orioles,Texas Rangers,Baltimore Orioles,www.MySportsCal.com,FREE,MLB2012
5/9/2012,5/9/2012,MLB: Colorado Rockies @ San Diego Padres,"Petco Park - San Diego, CA",12:35 PM,1:35 PM,2:35 PM,3:35 PM,3:35 PM,4:35 PM,5:35 PM,6:35 PM,Rockies,Padres,Rockies @ Padres,Colorado Rockies,San Diego Padres,www.MySportsCal.com,FREE,MLB2012
5/9/2012,5/9/2012,MLB: New York Mets @ Philadelphia Phillies,"Citizens Bank Park - Philadelphia, PA",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Mets,Phillies,Mets @ Phillies,New York Mets,Philadelphia Phillies,www.MySportsCal.com,FREE,MLB2012
5/9/2012,5/9/2012,MLB: Washington Nationals @ Pittsburgh Pirates,"PNC Park - Pittsburgh, PA",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Nationals,Pirates,Nationals @ Pirates,Washington Nationals,Pittsburgh Pirates,www.MySportsCal.com,FREE,MLB2012
5/9/2012,5/9/2012,MLB: Boston Red Sox @ Kansas City Royals,"Kauffman Stadium - Kansas City, MO",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,Red Sox,Royals,Red Sox @ Royals,Boston Red Sox,Kansas City Royals,www.MySportsCal.com,FREE,MLB2012
5/9/2012,5/9/2012,MLB: Los Angeles Angels @ Minnesota Twins,"Target Field - Minneapolis, MN",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,Angels,Twins,Angels @ Twins,Los Angeles Angels,Minnesota Twins,www.MySportsCal.com,FREE,MLB2012
5/9/2012,5/9/2012,MLB: Tampa Bay Rays @ New York Yankees,"Yankee Stadium - Bronx, NY",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Rays,Yankees,Rays @ Yankees,Tampa Bay Rays,New York Yankees,www.MySportsCal.com,FREE,MLB2012
5/10/2012,5/10/2012,MLB: Detroit Tigers @ Oakland Athletics,"Oakland Coliseum - Oakland, CA",7:05 PM,8:05 PM,9:05 PM,10:05 PM,10:05 PM,11:05 PM,11:59 PM,11:59 PM,Tigers,Athletics,Tigers @ Athletics,Detroit Tigers,Oakland Athletics,www.MySportsCal.com,FREE,MLB2012
5/10/2012,5/10/2012,MLB: Texas Rangers @ Baltimore Orioles,"Camden Yards - Baltimore, MD",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Rangers,Orioles,Rangers @ Orioles,Texas Rangers,Baltimore Orioles,www.MySportsCal.com,FREE,MLB2012
5/10/2012,5/10/2012,MLB: Washington Nationals @ Pittsburgh Pirates,"PNC Park - Pittsburgh, PA",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Nationals,Pirates,Nationals @ Pirates,Washington Nationals,Pittsburgh Pirates,www.MySportsCal.com,FREE,MLB2012
5/10/2012,5/10/2012,MLB: Cleveland Indians @ Boston Red Sox,"Fenway Park - Boston, MA",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Indians,Red Sox,Indians @ Red Sox,Cleveland Indians,Boston Red Sox,www.MySportsCal.com,FREE,MLB2012
5/10/2012,5/10/2012,MLB: Toronto Blue Jays @ Minnesota Twins,"Target Field - Minneapolis, MN",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,Blue Jays,Twins,Blue Jays @ Twins,Toronto Blue Jays,Minnesota Twins,www.MySportsCal.com,FREE,MLB2012
5/10/2012,5/10/2012,MLB: Tampa Bay Rays @ New York Yankees,"Yankee Stadium - Bronx, NY",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Rays,Yankees,Rays @ Yankees,Tampa Bay Rays,New York Yankees,www.MySportsCal.com,FREE,MLB2012
5/11/2012,5/11/2012,MLB: Detroit Tigers @ Oakland Athletics,"Oakland Coliseum - Oakland, CA",7:05 PM,8:05 PM,9:05 PM,10:05 PM,10:05 PM,11:05 PM,11:59 PM,11:59 PM,Tigers,Athletics,Tigers @ Athletics,Detroit Tigers,Oakland Athletics,www.MySportsCal.com,FREE,MLB2012
5/11/2012,5/11/2012,MLB: Chicago Cubs @ Milwaukee Brewers,"Miller Park - Milwaukee, WI",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,Cubs,Brewers,Cubs @ Brewers,Chicago Cubs,Milwaukee Brewers,www.MySportsCal.com,FREE,MLB2012
5/11/2012,5/11/2012,MLB: Atlanta Braves @ St. Louis Cardinals,"Busch Stadium - St. Louis, MO",5:15 PM,6:15 PM,7:15 PM,8:15 PM,8:15 PM,9:15 PM,10:15 PM,11:15 PM,Braves,Cardinals,Braves @ Cardinals,Atlanta Braves,St. Louis Cardinals,www.MySportsCal.com,FREE,MLB2012
5/11/2012,5/11/2012,MLB: San Francisco Giants @ Arizona Diamondbacks,"Chase Field - Phoenix, AZ",6:40 PM,7:40 PM,8:40 PM,9:40 PM,9:40 PM,10:40 PM,11:40 PM,11:59 PM,Giants,D-backs,Giants @ D-backs,San Francisco Giants,Arizona Diamondbacks,www.MySportsCal.com,FREE,MLB2012
5/11/2012,5/11/2012,MLB: Colorado Rockies @ Los Angeles Dodgers,"Dodger Stadium - Los Angeles, CA",7:10 PM,8:10 PM,9:10 PM,10:10 PM,10:10 PM,11:10 PM,11:59 PM,11:59 PM,Rockies,Dodgers,Rockies @ Dodgers,Colorado Rockies,Los Angeles Dodgers,www.MySportsCal.com,FREE,MLB2012
5/11/2012,5/11/2012,MLB: New York Mets @ Miami Marlins,"Marlins Park - Miami, FL",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Mets,Marlins,Mets @ Marlins,New York Mets,Miami Marlins,www.MySportsCal.com,FREE,MLB2012
5/11/2012,5/11/2012,MLB: Tampa Bay Rays @ Baltimore Orioles,"Camden Yards - Baltimore, MD",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Rays,Orioles,Rays @ Orioles,Tampa Bay Rays,Baltimore Orioles,www.MySportsCal.com,FREE,MLB2012
5/11/2012,5/11/2012,MLB: San Diego Padres @ Philadelphia Phillies,"Citizens Bank Park - Philadelphia, PA",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Padres,Phillies,Padres @ Phillies,San Diego Padres,Philadelphia Phillies,www.MySportsCal.com,FREE,MLB2012
5/11/2012,5/11/2012,MLB: Houston Astros @ Pittsburgh Pirates,"PNC Park - Pittsburgh, PA",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Astros,Pirates,Astros @ Pirates,Houston Astros,Pittsburgh Pirates,www.MySportsCal.com,FREE,MLB2012
5/11/2012,5/11/2012,MLB: Los Angeles Angels @ Texas Rangers,"Rangers Ballpark - Arlington, TX",5:05 PM,6:05 PM,7:05 PM,8:05 PM,8:05 PM,9:05 PM,10:05 PM,11:05 PM,Angels,Rangers,Angels @ Rangers,Los Angeles Angels,Texas Rangers,www.MySportsCal.com,FREE,MLB2012
5/11/2012,5/11/2012,MLB: Cleveland Indians @ Boston Red Sox,"Fenway Park - Boston, MA",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Indians,Red Sox,Indians @ Red Sox,Cleveland Indians,Boston Red Sox,www.MySportsCal.com,FREE,MLB2012
5/11/2012,5/11/2012,MLB: Washington Nationals @ Cincinnati Reds,"Great American Ball  Park - Cincinnati, OH",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Nationals,Reds,Nationals @ Reds,Washington Nationals,Cincinnati Reds,www.MySportsCal.com,FREE,MLB2012
5/11/2012,5/11/2012,MLB: Toronto Blue Jays @ Minnesota Twins,"Target Field - Minneapolis, MN",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,Blue Jays,Twins,Blue Jays @ Twins,Toronto Blue Jays,Minnesota Twins,www.MySportsCal.com,FREE,MLB2012
5/11/2012,5/11/2012,MLB: Kansas City Royals @ Chicago White Sox,"US Cellular Field - Chicago, IL",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,Royals,White Sox,Royals @ White Sox,Kansas City Royals,Chicago White Sox,www.MySportsCal.com,FREE,MLB2012
5/11/2012,5/11/2012,MLB: Seattle Mariners @ New York Yankees,"Yankee Stadium - Bronx, NY",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Mariners,Yankees,Mariners @ Yankees,Seattle Mariners,New York Yankees,www.MySportsCal.com,FREE,MLB2012
5/12/2012,5/12/2012,MLB: Detroit Tigers @ Oakland Athletics,"Oakland Coliseum - Oakland, CA",5:05 PM,6:05 PM,7:05 PM,8:05 PM,8:05 PM,9:05 PM,10:05 PM,11:05 PM,Tigers,Athletics,Tigers @ Athletics,Detroit Tigers,Oakland Athletics,www.MySportsCal.com,FREE,MLB2012
5/12/2012,5/12/2012,MLB: Chicago Cubs @ Milwaukee Brewers,"Miller Park - Milwaukee, WI",10:05 AM,11:05 AM,12:05 PM,1:05 PM,1:05 PM,2:05 PM,3:05 PM,4:05 PM,Cubs,Brewers,Cubs @ Brewers,Chicago Cubs,Milwaukee Brewers,www.MySportsCal.com,FREE,MLB2012
5/12/2012,5/12/2012,MLB: Atlanta Braves @ St. Louis Cardinals,"Busch Stadium - St. Louis, MO",4:15 PM,5:15 PM,6:15 PM,7:15 PM,7:15 PM,8:15 PM,9:15 PM,10:15 PM,Braves,Cardinals,Braves @ Cardinals,Atlanta Braves,St. Louis Cardinals,www.MySportsCal.com,FREE,MLB2012
5/12/2012,5/12/2012,MLB: San Francisco Giants @ Arizona Diamondbacks,"Chase Field - Phoenix, AZ",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,Giants,D-backs,Giants @ D-backs,San Francisco Giants,Arizona Diamondbacks,www.MySportsCal.com,FREE,MLB2012
5/12/2012,5/12/2012,MLB: Colorado Rockies @ Los Angeles Dodgers,"Dodger Stadium - Los Angeles, CA",6:10 PM,7:10 PM,8:10 PM,9:10 PM,9:10 PM,10:10 PM,11:10 PM,11:59 PM,Rockies,Dodgers,Rockies @ Dodgers,Colorado Rockies,Los Angeles Dodgers,www.MySportsCal.com,FREE,MLB2012
5/12/2012,5/12/2012,MLB: New York Mets @ Miami Marlins,"Marlins Park - Miami, FL",10:05 AM,11:05 AM,12:05 PM,1:05 PM,1:05 PM,2:05 PM,3:05 PM,4:05 PM,Mets,Marlins,Mets @ Marlins,New York Mets,Miami Marlins,www.MySportsCal.com,FREE,MLB2012
5/12/2012,5/12/2012,MLB: Tampa Bay Rays @ Baltimore Orioles,"Camden Yards - Baltimore, MD",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Rays,Orioles,Rays @ Orioles,Tampa Bay Rays,Baltimore Orioles,www.MySportsCal.com,FREE,MLB2012
5/12/2012,5/12/2012,MLB: San Diego Padres @ Philadelphia Phillies,"Citizens Bank Park - Philadelphia, PA",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Padres,Phillies,Padres @ Phillies,San Diego Padres,Philadelphia Phillies,www.MySportsCal.com,FREE,MLB2012
5/12/2012,5/12/2012,MLB: Houston Astros @ Pittsburgh Pirates,"PNC Park - Pittsburgh, PA",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Astros,Pirates,Astros @ Pirates,Houston Astros,Pittsburgh Pirates,www.MySportsCal.com,FREE,MLB2012
5/12/2012,5/12/2012,MLB: Los Angeles Angels @ Texas Rangers,"Rangers Ballpark - Arlington, TX",10:05 AM,11:05 AM,12:05 PM,1:05 PM,1:05 PM,2:05 PM,3:05 PM,4:05 PM,Angels,Rangers,Angels @ Rangers,Los Angeles Angels,Texas Rangers,www.MySportsCal.com,FREE,MLB2012
5/12/2012,5/12/2012,MLB: Cleveland Indians @ Boston Red Sox,"Fenway Park - Boston, MA",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Indians,Red Sox,Indians @ Red Sox,Cleveland Indians,Boston Red Sox,www.MySportsCal.com,FREE,MLB2012
5/12/2012,5/12/2012,MLB: Washington Nationals @ Cincinnati Reds,"Great American Ball  Park - Cincinnati, OH",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Nationals,Reds,Nationals @ Reds,Washington Nationals,Cincinnati Reds,www.MySportsCal.com,FREE,MLB2012
5/12/2012,5/12/2012,MLB: Toronto Blue Jays @ Minnesota Twins,"Target Field - Minneapolis, MN",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Blue Jays,Twins,Blue Jays @ Twins,Toronto Blue Jays,Minnesota Twins,www.MySportsCal.com,FREE,MLB2012
5/12/2012,5/12/2012,MLB: Kansas City Royals @ Chicago White Sox,"US Cellular Field - Chicago, IL",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Royals,White Sox,Royals @ White Sox,Kansas City Royals,Chicago White Sox,www.MySportsCal.com,FREE,MLB2012
5/12/2012,5/12/2012,MLB: Seattle Mariners @ New York Yankees,"Yankee Stadium - Bronx, NY",1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,Mariners,Yankees,Mariners @ Yankees,Seattle Mariners,New York Yankees,www.MySportsCal.com,FREE,MLB2012
5/13/2012,5/13/2012,MLB: Detroit Tigers @ Oakland Athletics,"Oakland Coliseum - Oakland, CA",1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,Tigers,Athletics,Tigers @ Athletics,Detroit Tigers,Oakland Athletics,www.MySportsCal.com,FREE,MLB2012
5/13/2012,5/13/2012,MLB: Chicago Cubs @ Milwaukee Brewers,"Miller Park - Milwaukee, WI",11:10 AM,12:10 PM,1:10 PM,2:10 PM,2:10 PM,3:10 PM,4:10 PM,5:10 PM,Cubs,Brewers,Cubs @ Brewers,Chicago Cubs,Milwaukee Brewers,www.MySportsCal.com,FREE,MLB2012
5/13/2012,5/13/2012,MLB: Atlanta Braves @ St. Louis Cardinals,"Busch Stadium - St. Louis, MO",11:15 AM,12:15 PM,1:15 PM,2:15 PM,2:15 PM,3:15 PM,4:15 PM,5:15 PM,Braves,Cardinals,Braves @ Cardinals,Atlanta Braves,St. Louis Cardinals,www.MySportsCal.com,FREE,MLB2012
5/13/2012,5/13/2012,MLB: San Francisco Giants @ Arizona Diamondbacks,"Chase Field - Phoenix, AZ",1:10 PM,2:10 PM,3:10 PM,4:10 PM,4:10 PM,5:10 PM,6:10 PM,7:10 PM,Giants,D-backs,Giants @ D-backs,San Francisco Giants,Arizona Diamondbacks,www.MySportsCal.com,FREE,MLB2012
5/13/2012,5/13/2012,MLB: Colorado Rockies @ Los Angeles Dodgers,"Dodger Stadium - Los Angeles, CA",1:10 PM,2:10 PM,3:10 PM,4:10 PM,4:10 PM,5:10 PM,6:10 PM,7:10 PM,Rockies,Dodgers,Rockies @ Dodgers,Colorado Rockies,Los Angeles Dodgers,www.MySportsCal.com,FREE,MLB2012
5/13/2012,5/13/2012,MLB: New York Mets @ Miami Marlins,"Marlins Park - Miami, FL",10:10 AM,11:10 AM,12:10 PM,1:10 PM,1:10 PM,2:10 PM,3:10 PM,4:10 PM,Mets,Marlins,Mets @ Marlins,New York Mets,Miami Marlins,www.MySportsCal.com,FREE,MLB2012
5/13/2012,5/13/2012,MLB: Tampa Bay Rays @ Baltimore Orioles,"Camden Yards - Baltimore, MD",10:35 AM,11:35 AM,12:35 PM,1:35 PM,1:35 PM,2:35 PM,3:35 PM,4:35 PM,Rays,Orioles,Rays @ Orioles,Tampa Bay Rays,Baltimore Orioles,www.MySportsCal.com,FREE,MLB2012
5/13/2012,5/13/2012,MLB: San Diego Padres @ Philadelphia Phillies,"Citizens Bank Park - Philadelphia, PA",10:35 AM,11:35 AM,12:35 PM,1:35 PM,1:35 PM,2:35 PM,3:35 PM,4:35 PM,Padres,Phillies,Padres @ Phillies,San Diego Padres,Philadelphia Phillies,www.MySportsCal.com,FREE,MLB2012
5/13/2012,5/13/2012,MLB: Houston Astros @ Pittsburgh Pirates,"PNC Park - Pittsburgh, PA",10:35 AM,11:35 AM,12:35 PM,1:35 PM,1:35 PM,2:35 PM,3:35 PM,4:35 PM,Astros,Pirates,Astros @ Pirates,Houston Astros,Pittsburgh Pirates,www.MySportsCal.com,FREE,MLB2012
5/13/2012,5/13/2012,MLB: Los Angeles Angels @ Texas Rangers,"Rangers Ballpark - Arlington, TX",5:05 PM,6:05 PM,7:05 PM,8:05 PM,8:05 PM,9:05 PM,10:05 PM,11:05 PM,Angels,Rangers,Angels @ Rangers,Los Angeles Angels,Texas Rangers,www.MySportsCal.com,FREE,MLB2012
5/13/2012,5/13/2012,MLB: Cleveland Indians @ Boston Red Sox,"Fenway Park - Boston, MA",10:35 AM,11:35 AM,12:35 PM,1:35 PM,1:35 PM,2:35 PM,3:35 PM,4:35 PM,Indians,Red Sox,Indians @ Red Sox,Cleveland Indians,Boston Red Sox,www.MySportsCal.com,FREE,MLB2012
5/13/2012,5/13/2012,MLB: Washington Nationals @ Cincinnati Reds,"Great American Ball  Park - Cincinnati, OH",10:10 AM,11:10 AM,12:10 PM,1:10 PM,1:10 PM,2:10 PM,3:10 PM,4:10 PM,Nationals,Reds,Nationals @ Reds,Washington Nationals,Cincinnati Reds,www.MySportsCal.com,FREE,MLB2012
5/13/2012,5/13/2012,MLB: Toronto Blue Jays @ Minnesota Twins,"Target Field - Minneapolis, MN",11:10 AM,12:10 PM,1:10 PM,2:10 PM,2:10 PM,3:10 PM,4:10 PM,5:10 PM,Blue Jays,Twins,Blue Jays @ Twins,Toronto Blue Jays,Minnesota Twins,www.MySportsCal.com,FREE,MLB2012
5/13/2012,5/13/2012,MLB: Kansas City Royals @ Chicago White Sox,"US Cellular Field - Chicago, IL",11:10 AM,12:10 PM,1:10 PM,2:10 PM,2:10 PM,3:10 PM,4:10 PM,5:10 PM,Royals,White Sox,Royals @ White Sox,Kansas City Royals,Chicago White Sox,www.MySportsCal.com,FREE,MLB2012
5/13/2012,5/13/2012,MLB: Seattle Mariners @ New York Yankees,"Yankee Stadium - Bronx, NY",10:05 AM,11:05 AM,12:05 PM,1:05 PM,1:05 PM,2:05 PM,3:05 PM,4:05 PM,Mariners,Yankees,Mariners @ Yankees,Seattle Mariners,New York Yankees,www.MySportsCal.com,FREE,MLB2012
5/14/2012,5/14/2012,MLB: Oakland Athletics @ Los Angeles Angels,"Angel Stadium - Los Angeles, CA",7:05 PM,8:05 PM,9:05 PM,10:05 PM,10:05 PM,11:05 PM,11:59 PM,11:59 PM,Athletics,Angels,Athletics @ Angels,Oakland Athletics,Los Angeles Angels,www.MySportsCal.com,FREE,MLB2012
5/14/2012,5/14/2012,MLB: Tampa Bay Rays @ Toronto Blue Jays,"Rogers Centre - Toronto, ON",4:07 PM,5:07 PM,6:07 PM,7:07 PM,7:07 PM,8:07 PM,9:07 PM,10:07 PM,Rays,Blue Jays,Rays @ Blue Jays,Tampa Bay Rays,Toronto Blue Jays,www.MySportsCal.com,FREE,MLB2012
5/14/2012,5/14/2012,MLB: Cincinnati Reds @ Atlanta Braves,"Turner Field - Atlanta, GA",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Reds,Braves,Reds @ Braves,Cincinnati Reds,Atlanta Braves,www.MySportsCal.com,FREE,MLB2012
5/14/2012,5/14/2012,MLB: Chicago Cubs @ St. Louis Cardinals,"Busch Stadium - St. Louis, MO",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Cubs,Cardinals,Cubs @ Cardinals,Chicago Cubs,St. Louis Cardinals,www.MySportsCal.com,FREE,MLB2012
5/14/2012,5/14/2012,MLB: Arizona Diamondbacks @ Los Angeles Dodgers,"Dodger Stadium - Los Angeles, CA",7:10 PM,8:10 PM,9:10 PM,10:10 PM,10:10 PM,11:10 PM,11:59 PM,11:59 PM,D-backs,Dodgers,D-backs @ Dodgers,Arizona Diamondbacks,Los Angeles Dodgers,www.MySportsCal.com,FREE,MLB2012
5/14/2012,5/14/2012,MLB: Colorado Rockies @ San Francisco Giants,"AT&T Park - San Francisco, CA",7:15 PM,8:15 PM,9:15 PM,10:15 PM,10:15 PM,11:15 PM,11:59 PM,11:59 PM,Rockies,Giants,Rockies @ Giants,Colorado Rockies,San Francisco Giants,www.MySportsCal.com,FREE,MLB2012
5/14/2012,5/14/2012,MLB: Pittsburgh Pirates @ Miami Marlins,"Marlins Park - Miami, FL",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Pirates,Marlins,Pirates @ Marlins,Pittsburgh Pirates,Miami Marlins,www.MySportsCal.com,FREE,MLB2012
5/14/2012,5/14/2012,MLB: Milwaukee Brewers @ New York Mets,"Citi Field - Flushing, NY",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Brewers,Mets,Brewers @ Mets,Milwaukee Brewers,New York Mets,www.MySportsCal.com,FREE,MLB2012
5/14/2012,5/14/2012,MLB: San Diego Padres @ Washington Nationals,"Nationals Park - Washington, DC",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Padres,Nationals,Padres @ Nationals,San Diego Padres,Washington Nationals,www.MySportsCal.com,FREE,MLB2012
5/14/2012,5/14/2012,MLB: New York Yankees @ Baltimore Orioles,"Camden Yards - Baltimore, MD",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Yankees,Orioles,Yankees @ Orioles,New York Yankees,Baltimore Orioles,www.MySportsCal.com,FREE,MLB2012
5/14/2012,5/14/2012,MLB: Houston Astros @ Philadelphia Phillies,"Citizens Bank Park - Philadelphia, PA",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Astros,Phillies,Astros @ Phillies,Houston Astros,Philadelphia Phillies,www.MySportsCal.com,FREE,MLB2012
5/14/2012,5/14/2012,MLB: Kansas City Royals @ Texas Rangers,"Rangers Ballpark - Arlington, TX",5:05 PM,6:05 PM,7:05 PM,8:05 PM,8:05 PM,9:05 PM,10:05 PM,11:05 PM,Royals,Rangers,Royals @ Rangers,Kansas City Royals,Texas Rangers,www.MySportsCal.com,FREE,MLB2012
5/14/2012,5/14/2012,MLB: Seattle Mariners @ Boston Red Sox,"Fenway Park - Boston, MA",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Mariners,Red Sox,Mariners @ Red Sox,Seattle Mariners,Boston Red Sox,www.MySportsCal.com,FREE,MLB2012
5/14/2012,5/14/2012,MLB: Cleveland Indians @ Minnesota Twins,"Target Field - Minneapolis, MN",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,Indians,Twins,Indians @ Twins,Cleveland Indians,Minnesota Twins,www.MySportsCal.com,FREE,MLB2012
