START DATE,END DATE,SUBJECT,LOCATION,START TIME (PT),START TIME (MT),START TIME (CT),START TIME (ET),END TIME (PT),END TIME (MT),END TIME (CT),END TIME (ET),Away,Home,Subject2,Away,Home,DESCRIPTION,SHOW TIME AS,CATEGORIES
9/4/2012,9/4/2012,MLB: Milwaukee Brewers @ Miami Marlins,"Marlins Park - Miami, FL",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Brewers,Marlins,Brewers @ Marlins,Milwaukee Brewers,Miami Marlins,www.MySportsCal.com,FREE,MLB2012
9/4/2012,9/4/2012,MLB: Chicago Cubs @ Washington Nationals,"Nationals Park - Washington, DC",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Cubs,Nationals,Cubs @ Nationals,Chicago Cubs,Washington Nationals,www.MySportsCal.com,FREE,MLB2012
9/4/2012,9/4/2012,MLB: Houston Astros @ Pittsburgh Pirates,"PNC Park - Pittsburgh, PA",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Astros,Pirates,Astros @ Pirates,Houston Astros,Pittsburgh Pirates,www.MySportsCal.com,FREE,MLB2012
9/4/2012,9/4/2012,MLB: New York Yankees @ Tampa Bay Rays,"Tropicana Field - St. Petersburg, FL",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Yankees,Rays,Yankees @ Rays,New York Yankees,Tampa Bay Rays,www.MySportsCal.com,FREE,MLB2012
9/4/2012,9/4/2012,MLB: Philadelphia Phillies @ Cincinnati Reds,"Great American Ball  Park - Cincinnati, OH",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Phillies,Reds,Phillies @ Reds,Philadelphia Phillies,Cincinnati Reds,www.MySportsCal.com,FREE,MLB2012
9/4/2012,9/4/2012,MLB: Texas Rangers @ Kansas City Royals,"Kauffman Stadium - Kansas City, MO",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,Rangers,Royals,Rangers @ Royals,Texas Rangers,Kansas City Royals,www.MySportsCal.com,FREE,MLB2012
9/4/2012,9/4/2012,MLB: Cleveland Indians @ Detroit Tigers,"Comerica Park - Detroit, MI",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Indians,Tigers,Indians @ Tigers,Cleveland Indians,Detroit Tigers,www.MySportsCal.com,FREE,MLB2012
9/4/2012,9/4/2012,MLB: Minnesota Twins @ Chicago White Sox,"US Cellular Field - Chicago, IL",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,Twins,White Sox,Twins @ White Sox,Minnesota Twins,Chicago White Sox,www.MySportsCal.com,FREE,MLB2012
9/5/2012,9/5/2012,MLB: Los Angeles Angels @ Oakland Athletics,"Oakland Coliseum - Oakland, CA",12:35 PM,1:35 PM,2:35 PM,3:35 PM,3:35 PM,4:35 PM,5:35 PM,6:35 PM,Angels,Athletics,Angels @ Athletics,Los Angeles Angels,Oakland Athletics,www.MySportsCal.com,FREE,MLB2012
9/5/2012,9/5/2012,MLB: Baltimore Orioles @ Toronto Blue Jays,"Rogers Centre - Toronto, ON",4:07 PM,5:07 PM,6:07 PM,7:07 PM,7:07 PM,8:07 PM,9:07 PM,10:07 PM,Orioles,Blue Jays,Orioles @ Blue Jays,Baltimore Orioles,Toronto Blue Jays,www.MySportsCal.com,FREE,MLB2012
9/5/2012,9/5/2012,MLB: Colorado Rockies @ Atlanta Braves,"Turner Field - Atlanta, GA",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Rockies,Braves,Rockies @ Braves,Colorado Rockies,Atlanta Braves,www.MySportsCal.com,FREE,MLB2012
9/5/2012,9/5/2012,MLB: New York Mets @ St. Louis Cardinals,"Busch Stadium - St. Louis, MO",10:45 AM,11:45 AM,12:45 PM,1:45 PM,1:45 PM,2:45 PM,3:45 PM,4:45 PM,Mets,Cardinals,Mets @ Cardinals,New York Mets,St. Louis Cardinals,www.MySportsCal.com,FREE,MLB2012
9/5/2012,9/5/2012,MLB: San Diego Padres @ Los Angeles Dodgers,"Dodger Stadium - Los Angeles, CA",7:10 PM,8:10 PM,9:10 PM,10:10 PM,10:10 PM,11:10 PM,11:59 PM,11:59 PM,Padres,Dodgers,Padres @ Dodgers,San Diego Padres,Los Angeles Dodgers,www.MySportsCal.com,FREE,MLB2012
9/5/2012,9/5/2012,MLB: Arizona Diamondbacks @ San Francisco Giants,"AT&T Park - San Francisco, CA",7:15 PM,8:15 PM,9:15 PM,10:15 PM,10:15 PM,11:15 PM,11:59 PM,11:59 PM,D-backs,Giants,D-backs @ Giants,Arizona Diamondbacks,San Francisco Giants,www.MySportsCal.com,FREE,MLB2012
9/5/2012,9/5/2012,MLB: Boston Red Sox @ Seattle Mariners,"Safeco Field - Seattle, WA",12:40 PM,1:40 PM,2:40 PM,3:40 PM,3:40 PM,4:40 PM,5:40 PM,6:40 PM,Red Sox,Mariners,Red Sox @ Mariners,Boston Red Sox,Seattle Mariners,www.MySportsCal.com,FREE,MLB2012
9/5/2012,9/5/2012,MLB: Milwaukee Brewers @ Miami Marlins,"Marlins Park - Miami, FL",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Brewers,Marlins,Brewers @ Marlins,Milwaukee Brewers,Miami Marlins,www.MySportsCal.com,FREE,MLB2012
9/5/2012,9/5/2012,MLB: Chicago Cubs @ Washington Nationals,"Nationals Park - Washington, DC",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Cubs,Nationals,Cubs @ Nationals,Chicago Cubs,Washington Nationals,www.MySportsCal.com,FREE,MLB2012
9/5/2012,9/5/2012,MLB: Houston Astros @ Pittsburgh Pirates,"PNC Park - Pittsburgh, PA",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Astros,Pirates,Astros @ Pirates,Houston Astros,Pittsburgh Pirates,www.MySportsCal.com,FREE,MLB2012
9/5/2012,9/5/2012,MLB: New York Yankees @ Tampa Bay Rays,"Tropicana Field - St. Petersburg, FL",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Yankees,Rays,Yankees @ Rays,New York Yankees,Tampa Bay Rays,www.MySportsCal.com,FREE,MLB2012
9/5/2012,9/5/2012,MLB: Philadelphia Phillies @ Cincinnati Reds,"Great American Ball  Park - Cincinnati, OH",9:35 AM,10:35 AM,11:35 AM,12:35 PM,12:35 PM,1:35 PM,2:35 PM,3:35 PM,Phillies,Reds,Phillies @ Reds,Philadelphia Phillies,Cincinnati Reds,www.MySportsCal.com,FREE,MLB2012
9/5/2012,9/5/2012,MLB: Texas Rangers @ Kansas City Royals,"Kauffman Stadium - Kansas City, MO",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,Rangers,Royals,Rangers @ Royals,Texas Rangers,Kansas City Royals,www.MySportsCal.com,FREE,MLB2012
9/5/2012,9/5/2012,MLB: Cleveland Indians @ Detroit Tigers,"Comerica Park - Detroit, MI",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Indians,Tigers,Indians @ Tigers,Cleveland Indians,Detroit Tigers,www.MySportsCal.com,FREE,MLB2012
9/5/2012,9/5/2012,MLB: Minnesota Twins @ Chicago White Sox,"US Cellular Field - Chicago, IL",11:10 AM,12:10 PM,1:10 PM,2:10 PM,2:10 PM,3:10 PM,4:10 PM,5:10 PM,Twins,White Sox,Twins @ White Sox,Minnesota Twins,Chicago White Sox,www.MySportsCal.com,FREE,MLB2012
9/6/2012,9/6/2012,MLB: Colorado Rockies @ Atlanta Braves,"Turner Field - Atlanta, GA",9:10 AM,10:10 AM,11:10 AM,12:10 PM,12:10 PM,1:10 PM,2:10 PM,3:10 PM,Rockies,Braves,Rockies @ Braves,Colorado Rockies,Atlanta Braves,www.MySportsCal.com,FREE,MLB2012
9/6/2012,9/6/2012,MLB: Milwaukee Brewers @ Miami Marlins,"Marlins Park - Miami, FL",9:40 AM,10:40 AM,11:40 AM,12:40 PM,12:40 PM,1:40 PM,2:40 PM,3:40 PM,Brewers,Marlins,Brewers @ Marlins,Milwaukee Brewers,Miami Marlins,www.MySportsCal.com,FREE,MLB2012
9/6/2012,9/6/2012,MLB: Chicago Cubs @ Washington Nationals,"Nationals Park - Washington, DC",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Cubs,Nationals,Cubs @ Nationals,Chicago Cubs,Washington Nationals,www.MySportsCal.com,FREE,MLB2012
9/6/2012,9/6/2012,MLB: New York Yankees @ Baltimore Orioles,"Camden Yards - Baltimore, MD",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Yankees,Orioles,Yankees @ Orioles,New York Yankees,Baltimore Orioles,www.MySportsCal.com,FREE,MLB2012
9/6/2012,9/6/2012,MLB: Texas Rangers @ Kansas City Royals,"Kauffman Stadium - Kansas City, MO",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,Rangers,Royals,Rangers @ Royals,Texas Rangers,Kansas City Royals,www.MySportsCal.com,FREE,MLB2012
9/7/2012,9/7/2012,MLB: Detroit Tigers @ Los Angeles Angels,"Angel Stadium - Los Angeles, CA",7:05 PM,8:05 PM,9:05 PM,10:05 PM,10:05 PM,11:05 PM,11:59 PM,11:59 PM,Tigers,Angels,Tigers @ Angels,Detroit Tigers,Los Angeles Angels,www.MySportsCal.com,FREE,MLB2012
9/7/2012,9/7/2012,MLB: Milwaukee Brewers @ St. Louis Cardinals,"Busch Stadium - St. Louis, MO",5:15 PM,6:15 PM,7:15 PM,8:15 PM,8:15 PM,9:15 PM,10:15 PM,11:15 PM,Brewers,Cardinals,Brewers @ Cardinals,Milwaukee Brewers,St. Louis Cardinals,www.MySportsCal.com,FREE,MLB2012
9/7/2012,9/7/2012,MLB: Los Angeles Dodgers @ San Francisco Giants,"AT&T Park - San Francisco, CA",7:15 PM,8:15 PM,9:15 PM,10:15 PM,10:15 PM,11:15 PM,11:59 PM,11:59 PM,Dodgers,Giants,Dodgers @ Giants,Los Angeles Dodgers,San Francisco Giants,www.MySportsCal.com,FREE,MLB2012
9/7/2012,9/7/2012,MLB: Oakland Athletics @ Seattle Mariners,"Safeco Field - Seattle, WA",7:10 PM,8:10 PM,9:10 PM,10:10 PM,10:10 PM,11:10 PM,11:59 PM,11:59 PM,Athletics,Mariners,Athletics @ Mariners,Oakland Athletics,Seattle Mariners,www.MySportsCal.com,FREE,MLB2012
9/7/2012,9/7/2012,MLB: Atlanta Braves @ New York Mets,"Citi Field - Flushing, NY",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Braves,Mets,Braves @ Mets,Atlanta Braves,New York Mets,www.MySportsCal.com,FREE,MLB2012
9/7/2012,9/7/2012,MLB: Miami Marlins @ Washington Nationals,"Nationals Park - Washington, DC",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Marlins,Nationals,Marlins @ Nationals,Miami Marlins,Washington Nationals,www.MySportsCal.com,FREE,MLB2012
9/7/2012,9/7/2012,MLB: New York Yankees @ Baltimore Orioles,"Camden Yards - Baltimore, MD",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Yankees,Orioles,Yankees @ Orioles,New York Yankees,Baltimore Orioles,www.MySportsCal.com,FREE,MLB2012
9/7/2012,9/7/2012,MLB: Arizona Diamondbacks @ San Diego Padres,"Petco Park - San Diego, CA",7:05 PM,8:05 PM,9:05 PM,10:05 PM,10:05 PM,11:05 PM,11:59 PM,11:59 PM,D-backs,Padres,D-backs @ Padres,Arizona Diamondbacks,San Diego Padres,www.MySportsCal.com,FREE,MLB2012
9/7/2012,9/7/2012,MLB: Colorado Rockies @ Philadelphia Phillies,"Citizens Bank Park - Philadelphia, PA",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Rockies,Phillies,Rockies @ Phillies,Colorado Rockies,Philadelphia Phillies,www.MySportsCal.com,FREE,MLB2012
9/7/2012,9/7/2012,MLB: Chicago Cubs @ Pittsburgh Pirates,"PNC Park - Pittsburgh, PA",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Cubs,Pirates,Cubs @ Pirates,Chicago Cubs,Pittsburgh Pirates,www.MySportsCal.com,FREE,MLB2012
9/7/2012,9/7/2012,MLB: Texas Rangers @ Tampa Bay Rays,"Tropicana Field - St. Petersburg, FL",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Rangers,Rays,Rangers @ Rays,Texas Rangers,Tampa Bay Rays,www.MySportsCal.com,FREE,MLB2012
9/7/2012,9/7/2012,MLB: Toronto Blue Jays @ Boston Red Sox,"Fenway Park - Boston, MA",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Blue Jays,Red Sox,Blue Jays @ Red Sox,Toronto Blue Jays,Boston Red Sox,www.MySportsCal.com,FREE,MLB2012
9/7/2012,9/7/2012,MLB: Houston Astros @ Cincinnati Reds,"Great American Ball  Park - Cincinnati, OH",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Astros,Reds,Astros @ Reds,Houston Astros,Cincinnati Reds,www.MySportsCal.com,FREE,MLB2012
9/7/2012,9/7/2012,MLB: Cleveland Indians @ Minnesota Twins,"Target Field - Minneapolis, MN",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,Indians,Twins,Indians @ Twins,Cleveland Indians,Minnesota Twins,www.MySportsCal.com,FREE,MLB2012
9/7/2012,9/7/2012,MLB: Kansas City Royals @ Chicago White Sox,"US Cellular Field - Chicago, IL",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,Royals,White Sox,Royals @ White Sox,Kansas City Royals,Chicago White Sox,www.MySportsCal.com,FREE,MLB2012
9/8/2012,9/8/2012,MLB: Detroit Tigers @ Los Angeles Angels,"Angel Stadium - Los Angeles, CA",6:05 PM,7:05 PM,8:05 PM,9:05 PM,9:05 PM,10:05 PM,11:05 PM,11:59 PM,Tigers,Angels,Tigers @ Angels,Detroit Tigers,Los Angeles Angels,www.MySportsCal.com,FREE,MLB2012
9/8/2012,9/8/2012,MLB: Milwaukee Brewers @ St. Louis Cardinals,"Busch Stadium - St. Louis, MO",4:15 PM,5:15 PM,6:15 PM,7:15 PM,7:15 PM,8:15 PM,9:15 PM,10:15 PM,Brewers,Cardinals,Brewers @ Cardinals,Milwaukee Brewers,St. Louis Cardinals,www.MySportsCal.com,FREE,MLB2012
9/8/2012,9/8/2012,MLB: Los Angeles Dodgers @ San Francisco Giants,"AT&T Park - San Francisco, CA",1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,Dodgers,Giants,Dodgers @ Giants,Los Angeles Dodgers,San Francisco Giants,www.MySportsCal.com,FREE,MLB2012
9/8/2012,9/8/2012,MLB: Oakland Athletics @ Seattle Mariners,"Safeco Field - Seattle, WA",6:10 PM,7:10 PM,8:10 PM,9:10 PM,9:10 PM,10:10 PM,11:10 PM,11:59 PM,Athletics,Mariners,Athletics @ Mariners,Oakland Athletics,Seattle Mariners,www.MySportsCal.com,FREE,MLB2012
9/8/2012,9/8/2012,MLB: Atlanta Braves @ New York Mets,"Citi Field - Flushing, NY",1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,Braves,Mets,Braves @ Mets,Atlanta Braves,New York Mets,www.MySportsCal.com,FREE,MLB2012
9/8/2012,9/8/2012,MLB: Miami Marlins @ Washington Nationals,"Nationals Park - Washington, DC",10:05 AM,11:05 AM,12:05 PM,1:05 PM,1:05 PM,2:05 PM,3:05 PM,4:05 PM,Marlins,Nationals,Marlins @ Nationals,Miami Marlins,Washington Nationals,www.MySportsCal.com,FREE,MLB2012
9/8/2012,9/8/2012,MLB: New York Yankees @ Baltimore Orioles,"Camden Yards - Baltimore, MD",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Yankees,Orioles,Yankees @ Orioles,New York Yankees,Baltimore Orioles,www.MySportsCal.com,FREE,MLB2012
9/8/2012,9/8/2012,MLB: Arizona Diamondbacks @ San Diego Padres,"Petco Park - San Diego, CA",5:35 PM,6:35 PM,7:35 PM,8:35 PM,8:35 PM,9:35 PM,10:35 PM,11:35 PM,D-backs,Padres,D-backs @ Padres,Arizona Diamondbacks,San Diego Padres,www.MySportsCal.com,FREE,MLB2012
9/8/2012,9/8/2012,MLB: Colorado Rockies @ Philadelphia Phillies,"Citizens Bank Park - Philadelphia, PA",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Rockies,Phillies,Rockies @ Phillies,Colorado Rockies,Philadelphia Phillies,www.MySportsCal.com,FREE,MLB2012
9/8/2012,9/8/2012,MLB: Chicago Cubs @ Pittsburgh Pirates,"PNC Park - Pittsburgh, PA",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Cubs,Pirates,Cubs @ Pirates,Chicago Cubs,Pittsburgh Pirates,www.MySportsCal.com,FREE,MLB2012
9/8/2012,9/8/2012,MLB: Texas Rangers @ Tampa Bay Rays,"Tropicana Field - St. Petersburg, FL",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Rangers,Rays,Rangers @ Rays,Texas Rangers,Tampa Bay Rays,www.MySportsCal.com,FREE,MLB2012
9/8/2012,9/8/2012,MLB: Toronto Blue Jays @ Boston Red Sox,"Fenway Park - Boston, MA",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Blue Jays,Red Sox,Blue Jays @ Red Sox,Toronto Blue Jays,Boston Red Sox,www.MySportsCal.com,FREE,MLB2012
9/8/2012,9/8/2012,MLB: Houston Astros @ Cincinnati Reds,"Great American Ball  Park - Cincinnati, OH",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Astros,Reds,Astros @ Reds,Houston Astros,Cincinnati Reds,www.MySportsCal.com,FREE,MLB2012
9/8/2012,9/8/2012,MLB: Cleveland Indians @ Minnesota Twins,"Target Field - Minneapolis, MN",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Indians,Twins,Indians @ Twins,Cleveland Indians,Minnesota Twins,www.MySportsCal.com,FREE,MLB2012
9/8/2012,9/8/2012,MLB: Kansas City Royals @ Chicago White Sox,"US Cellular Field - Chicago, IL",1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,Royals,White Sox,Royals @ White Sox,Kansas City Royals,Chicago White Sox,www.MySportsCal.com,FREE,MLB2012
9/9/2012,9/9/2012,MLB: Detroit Tigers @ Los Angeles Angels,"Angel Stadium - Los Angeles, CA",8:33 AM,8:33 AM,8:33 AM,8:33 AM,11:33 AM,11:33 AM,11:33 AM,11:33 AM,Tigers,Angels,Tigers @ Angels,Detroit Tigers,Los Angeles Angels,www.MySportsCal.com,FREE,MLB2012
9/9/2012,9/9/2012,MLB: Milwaukee Brewers @ St. Louis Cardinals,"Busch Stadium - St. Louis, MO",11:15 AM,12:15 PM,1:15 PM,2:15 PM,2:15 PM,3:15 PM,4:15 PM,5:15 PM,Brewers,Cardinals,Brewers @ Cardinals,Milwaukee Brewers,St. Louis Cardinals,www.MySportsCal.com,FREE,MLB2012
9/9/2012,9/9/2012,MLB: Los Angeles Dodgers @ San Francisco Giants,"AT&T Park - San Francisco, CA",1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,Dodgers,Giants,Dodgers @ Giants,Los Angeles Dodgers,San Francisco Giants,www.MySportsCal.com,FREE,MLB2012
9/9/2012,9/9/2012,MLB: Oakland Athletics @ Seattle Mariners,"Safeco Field - Seattle, WA",1:10 PM,2:10 PM,3:10 PM,4:10 PM,4:10 PM,5:10 PM,6:10 PM,7:10 PM,Athletics,Mariners,Athletics @ Mariners,Oakland Athletics,Seattle Mariners,www.MySportsCal.com,FREE,MLB2012
9/9/2012,9/9/2012,MLB: Atlanta Braves @ New York Mets,"Citi Field - Flushing, NY",10:10 AM,11:10 AM,12:10 PM,1:10 PM,1:10 PM,2:10 PM,3:10 PM,4:10 PM,Braves,Mets,Braves @ Mets,Atlanta Braves,New York Mets,www.MySportsCal.com,FREE,MLB2012
9/9/2012,9/9/2012,MLB: Miami Marlins @ Washington Nationals,"Nationals Park - Washington, DC",10:35 AM,11:35 AM,12:35 PM,1:35 PM,1:35 PM,2:35 PM,3:35 PM,4:35 PM,Marlins,Nationals,Marlins @ Nationals,Miami Marlins,Washington Nationals,www.MySportsCal.com,FREE,MLB2012
9/9/2012,9/9/2012,MLB: New York Yankees @ Baltimore Orioles,"Camden Yards - Baltimore, MD",10:35 AM,11:35 AM,12:35 PM,1:35 PM,1:35 PM,2:35 PM,3:35 PM,4:35 PM,Yankees,Orioles,Yankees @ Orioles,New York Yankees,Baltimore Orioles,www.MySportsCal.com,FREE,MLB2012
9/9/2012,9/9/2012,MLB: Arizona Diamondbacks @ San Diego Padres,"Petco Park - San Diego, CA",1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,D-backs,Padres,D-backs @ Padres,Arizona Diamondbacks,San Diego Padres,www.MySportsCal.com,FREE,MLB2012
9/9/2012,9/9/2012,MLB: Colorado Rockies @ Philadelphia Phillies,"Citizens Bank Park - Philadelphia, PA",10:35 AM,11:35 AM,12:35 PM,1:35 PM,1:35 PM,2:35 PM,3:35 PM,4:35 PM,Rockies,Phillies,Rockies @ Phillies,Colorado Rockies,Philadelphia Phillies,www.MySportsCal.com,FREE,MLB2012
9/9/2012,9/9/2012,MLB: Chicago Cubs @ Pittsburgh Pirates,"PNC Park - Pittsburgh, PA",10:35 AM,11:35 AM,12:35 PM,1:35 PM,1:35 PM,2:35 PM,3:35 PM,4:35 PM,Cubs,Pirates,Cubs @ Pirates,Chicago Cubs,Pittsburgh Pirates,www.MySportsCal.com,FREE,MLB2012
9/9/2012,9/9/2012,MLB: Texas Rangers @ Tampa Bay Rays,"Tropicana Field - St. Petersburg, FL",10:40 AM,11:40 AM,12:40 PM,1:40 PM,1:40 PM,2:40 PM,3:40 PM,4:40 PM,Rangers,Rays,Rangers @ Rays,Texas Rangers,Tampa Bay Rays,www.MySportsCal.com,FREE,MLB2012
9/9/2012,9/9/2012,MLB: Toronto Blue Jays @ Boston Red Sox,"Fenway Park - Boston, MA",10:35 AM,11:35 AM,12:35 PM,1:35 PM,1:35 PM,2:35 PM,3:35 PM,4:35 PM,Blue Jays,Red Sox,Blue Jays @ Red Sox,Toronto Blue Jays,Boston Red Sox,www.MySportsCal.com,FREE,MLB2012
9/9/2012,9/9/2012,MLB: Houston Astros @ Cincinnati Reds,"Great American Ball  Park - Cincinnati, OH",10:10 AM,11:10 AM,12:10 PM,1:10 PM,1:10 PM,2:10 PM,3:10 PM,4:10 PM,Astros,Reds,Astros @ Reds,Houston Astros,Cincinnati Reds,www.MySportsCal.com,FREE,MLB2012
9/9/2012,9/9/2012,MLB: Cleveland Indians @ Minnesota Twins,"Target Field - Minneapolis, MN",11:10 AM,12:10 PM,1:10 PM,2:10 PM,2:10 PM,3:10 PM,4:10 PM,5:10 PM,Indians,Twins,Indians @ Twins,Cleveland Indians,Minnesota Twins,www.MySportsCal.com,FREE,MLB2012
9/9/2012,9/9/2012,MLB: Kansas City Royals @ Chicago White Sox,"US Cellular Field - Chicago, IL",11:10 AM,12:10 PM,1:10 PM,2:10 PM,2:10 PM,3:10 PM,4:10 PM,5:10 PM,Royals,White Sox,Royals @ White Sox,Kansas City Royals,Chicago White Sox,www.MySportsCal.com,FREE,MLB2012
9/10/2012,9/10/2012,MLB: Oakland Athletics @ Los Angeles Angels,"Angel Stadium - Los Angeles, CA",7:05 PM,8:05 PM,9:05 PM,10:05 PM,10:05 PM,11:05 PM,11:59 PM,11:59 PM,Athletics,Angels,Athletics @ Angels,Oakland Athletics,Los Angeles Angels,www.MySportsCal.com,FREE,MLB2012
9/10/2012,9/10/2012,MLB: Chicago Cubs @ Houston Astros,"Minute Maid Park - Houston, TX",5:05 PM,6:05 PM,7:05 PM,8:05 PM,8:05 PM,9:05 PM,10:05 PM,11:05 PM,Cubs,Astros,Cubs @ Astros,Chicago Cubs,Houston Astros,www.MySportsCal.com,FREE,MLB2012
9/10/2012,9/10/2012,MLB: Atlanta Braves @ Milwaukee Brewers,"Miller Park - Milwaukee, WI",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,Braves,Brewers,Braves @ Brewers,Atlanta Braves,Milwaukee Brewers,www.MySportsCal.com,FREE,MLB2012
9/10/2012,9/10/2012,MLB: Washington Nationals @ New York Mets,"Citi Field - Flushing, NY",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Nationals,Mets,Nationals @ Mets,Washington Nationals,New York Mets,www.MySportsCal.com,FREE,MLB2012
9/10/2012,9/10/2012,MLB: St. Louis Cardinals @ San Diego Padres,"Petco Park - San Diego, CA",7:05 PM,8:05 PM,9:05 PM,10:05 PM,10:05 PM,11:05 PM,11:59 PM,11:59 PM,Cardinals,Padres,Cardinals @ Padres,St. Louis Cardinals,San Diego Padres,www.MySportsCal.com,FREE,MLB2012
9/10/2012,9/10/2012,MLB: Miami Marlins @ Philadelphia Phillies,"Citizens Bank Park - Philadelphia, PA",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Marlins,Phillies,Marlins @ Phillies,Miami Marlins,Philadelphia Phillies,www.MySportsCal.com,FREE,MLB2012
9/10/2012,9/10/2012,MLB: Pittsburgh Pirates @ Cincinnati Reds,"Great American Ball  Park - Cincinnati, OH",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Pirates,Reds,Pirates @ Reds,Pittsburgh Pirates,Cincinnati Reds,www.MySportsCal.com,FREE,MLB2012
9/10/2012,9/10/2012,MLB: San Francisco Giants @ Colorado Rockies,"Coors Field - Denver, CO",5:40 PM,6:40 PM,7:40 PM,8:40 PM,8:40 PM,9:40 PM,10:40 PM,11:40 PM,Giants,Rockies,Giants @ Rockies,San Francisco Giants,Colorado Rockies,www.MySportsCal.com,FREE,MLB2012
